rec_id,value
716,"Smith, G.E., 1974, Depositional systems, San Angelo Formation (Permian), North Texasfacies control of red-bed copper mineralization:  Bureau of Economic Geology, Univ. of Texas at Austin, Report of Investigations No. 80, 74 p."
717,"Smith, G.E., 1974, Depositional systems, San Angelo Formation (Permian), North Texasfacies control of red-bed copper mineralization:  Bureau of Economic Geology, Univ. of Texas at Austin, Report of Investigations No. 80, 74 p."
718,"Stroud, R.B., 1970, Production potential of copper deposits associated with Permian red bed formations in Texas, Oklahoma and Kansas:  U.S. Bureau of Mines RI 7422."
719,"Smith, G.E., 1974, Depositional systems, San Angelo Formation (Permian), North Texasfacies control of red-bed copper mineralization:  Bureau of Economic Geology, Univ. of Texas at Austin, Report of Investigations No. 80, 74 p."
720,"Smith, G.E., 1974, Depositional systems, San Angelo Formation (Permian), North Texasfacies control of red-bed copper mineralization:  Bureau of Economic Geology, Univ. of Texas at Austin, Report of Investigations No. 80, 74 p."
721,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
722,"Stroud, R.B., 1970, Production potential of copper deposits associated with Permian red bed formations in Texas, Oklahoma and Kansas:  U.S. Bureau of Mines RI 7422."
723,"Stroud, R.B., 1970, Production potential of copper deposits associated with Permian red bed formations in Texas, Oklahoma and Kansas:  U.S. Bureau of Mines RI 7422."
724,"Stroud, R.B., 1970, Production potential of copper deposits associated with Permian red bed formations in Texas, Oklahoma and Kansas:  U.S. Bureau of Mines RI 7422."
725,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
726,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
727,"Stroud, R.B., 1970, Production potential of copper deposits associated with Permian red bed formations in Texas, Oklahoma and Kansas:  U.S. Bureau of Mines RI 7422."
728,"Stroud, R.B., 1970, Production potential of copper deposits associated with Permian red bed formations in Texas, Oklahoma and Kansas:  U.S. Bureau of Mines RI 7422."
729,"Lapoint, D.J., 1979, Geology geochemistry and petrology of sandstone copper deposits in New Mexico:  Unpublished Ph.D. thesis, University of Colorado, 333 p."
729,"Soule, J.H., 1956, Reconnaissance of the red bed copper deposits in Southeastern Colorado and New Mexico:  U.S. Bureau of Mines Information Circular 7740."
730,"Jerome, S. E., Campbell, D. D., Wright, J. S., and Vitz, H. E., 1965,"
730,"Geology and ore deposits of the Sacramento (High Rolls) mining district,"
730,"Otero County, New Mexico:  New Mexico State Bureau of Mines and Mineral"
730,"Resources Bulletin 86, 30 p."
730,"Lapoint, D.J., 1979, Geology geochemistry and petrology of sandstone copper deposits in New Mexico:  Unpublished Ph.D. thesis, University of Colorado, 333 p."
731,"Soule, J.H., 1956, Reconnaissance of the red bed copper deposits in Southeastern Colorado and New Mexico:  U.S. Bureau of Mines Information Circular 7740."
732,"Wilson, I.F., 1955, Geology and mineral resources of the Boleo copper deposit, Baja California, Mexico: U.S. Geological Survey Professional Paper 273, 134 p."
732,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
732,"Geological Survey of Canada Open File 2915b, 256 p"
732,"Bailes, R.J., Christofferson, J.E., Escandon V., Francisco, and Peatfield, G. R., 2001, Sediment-hosted deposits of the Boleo Copper-Cobalt-Zinc District, Baja California Sur. Mexico in Albinson, Tawn, and Nelson, C.E. eds. New mines and discoveries in Mexico and Central America;: Society of Economic GeologistsSpecial Publication No. 8, p.291 -306"
733,"Price, J.G., Rubin, J.N., and Tweedy, S.W., 1988, Geochemistry of the Vigas red-bed copper deposit, Chihuahua, Mexico: Economic Geology, v. 83, p. 1993-2001."
734,"Fenton, A.D., 1979, Copper prospects of Jamaicaa geologic review: Jamaica Ministry of Mining and Natural Resources, Geological Survey Division Bulletin No. 9, p. 146-147."
734,"Hughes, I.G., The mineral resources of Jamaica: Jamaica Ministry of Mining and Natural Resources, Geological Survey Department Bulletin No. 8, p. 19-28."
735,"Fenton, A.D., 1979, Copper prospects of Jamaicaa geologic review: Jamaica Ministry of Mining and Natural Resources, Geological Survey Division Bulletin No. 9, p. 146-147."
735,"Hughes, I.G., The mineral resources of Jamaica: Jamaica Ministry of Mining and Natural Resources, Geological Survey Department Bulletin No. 8, p. 19-28."
736,"Fenton, A.D., 1979, Copper prospects of Jamaicaa geologic review: Jamaica Ministry of Mining and Natural Resources, Geological Survey Division Bulletin No. 9, p. 146-147."
736,"Hughes, I.G., The mineral resources of Jamaica: Jamaica Ministry of Mining and Natural Resources, Geological Survey Department Bulletin No. 8, p. 19-28."
737,"Carmona, R.A., 1978, Recursos minerales de Colombia: Instituto Nacional de Investigaciones Geológico-Mineras, No. 1, 544 p."
738,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
738,"Geological Survey of Canada Open File 2915b, 256 p."
739,"Azevedo Branco, P.C., 1984, Principais depósitos minerais, Chapter 9 in Schobbenhaus, C, Almeida Campos, D., Derze, G.R., and Asmus, H.E., eds., Geologia do Brazil, Texto  Explicativa: Departamento  Nacional de Producão Mineral,  p. 359-419"
740,"Azevedo Branco, P.C., 1984, Principais depósitos minerais, Chapter 9 in Schobbenhaus, C, Almeida Campos, D., Derze, G.R., and Asmus, H.E., eds., Geologia do Brazil, Texto  Explicativa: Departamento  Nacional de Producão Mineral,  p. 359-419"
741,"Azevedo Branco, P.C., 1984, Principais depósitos minerais, Chapter 9 in Schobbenhaus, C, Almeida Campos, D., Derze, G.R., and Asmus, H.E., eds., Geologia do Brazil, Texto  Explicativa: Departamento  Nacional de Producão Mineral,  p. 359-419"
742,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
742,"Geological Survey of Canada Open File 2915b, 256 p."
743,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
743,"Geological Survey of Canada Open File 2915b, 256 p."
744,"Kobé, H.W., Stratabound Cu-(Ag) deposits in the Permian Mitu Formation, Central Peru in Fontboté, L., Amstitz, G.C., Cardozo, M., Cedillo, E., and Frutos, J., eds., Statabound Ore Deposits of the Andes: Society for Geology Applied to Mineral Deposits Special Publication No. 8, p. 123-127."
744,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
744,"Geological Survey of Canada Open File 2915b, 256 p."
745,"Kobé, H.W., Stratabound Cu-(Ag) deposits in the Permian Mitu Formation, Central Peru in Fontboté, L., Amstitz, G.C., Cardozo, M., Cedillo, E., and Frutos, J., eds., Statabound Ore Deposits of the Andes: Society for Geology Applied to Mineral Deposits Special Publication No. 8, p. 123-127."
745,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
745,"Geological Survey of Canada Open File 2915b, 256 p."
746,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
746,"Geological Survey of Canada Open File 2915b, 256 p."
747,"Kobé, H.W., Stratabound Cu-(Ag) deposits in the Permian Mitu Formation, Central Peru in Fontboté, L., Amstitz, G.C., Cardozo, M., Cedillo, E., and Frutos, J., eds., Statabound Ore Deposits of the Andes: Society for Geology Applied to Mineral Deposits Special Publication No. 8, p. 123-127."
747,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
747,"Geological Survey of Canada Open File 2915b, 256 p."
748,"Kobé, H.W., Stratabound Cu-(Ag) deposits in the Permian Mitu Formation, Central Peru in Fontboté, L., Amstitz, G.C., Cardozo, M., Cedillo, E., and Frutos, J., eds., Statabound Ore Deposits of the Andes: Society for Geology Applied to Mineral Deposits Special Publication No. 8, p. 123-127."
748,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
748,"Geological Survey of Canada Open File 2915b, 256 p."
749,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
749,"Geological Survey of Canada Open File 2915b, 256 p."
750,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
750,"Geological Survey of Canada Open File 2915b, 256 p."
751,"Cox, D.P., Carrasco, R. André-Ramos, O., Hinolosa-Velasco, A., and Long, K.R., 1992, Copper in sedimentary rocks in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 95-108."
751,"Long, K.R.  Mines prospects and mineral occurrences, Appendix A,in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 244-272."
752,"Cox, D.P., Carrasco, R. André-Ramos, O., Hinolosa-Velasco, A., and Long, K.R., 1992, Copper in sedimentary rocks in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 95-108."
752,"Long, K.R.  Mines prospects and mineral occurrences, Appendix A,in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 244-272."
753,"Cox, D.P., Carrasco, R. André-Ramos, O., Hinolosa-Velasco, A., and Long, K.R., 1992, Copper in sedimentary rocks in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 95-108."
753,"Long, K.R. , 1992,  Mines prospects and mineral occurrences, Appendix A,in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 244-272."
753,"Avila-Santos, W., 1990, Origin of the copper pres at Corocoro, Bolivia in Fontboté, L., Amstitz, G.C., Cardozo, M., Cedillo, E., and Frutos, J., eds., Statabound Ore Deposits of the Andes: Society for Geology Applied to Mineral Deposits Special Publication No. 8, p. 659-670."
754,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
754,"Geological Survey of Canada Open File 2915b, 256 p."
755,"Cox, D.P., Carrasco, R. André-Ramos, O., Hinolosa-Velasco, A., and Long, K.R., 1992, Copper in sedimentary rocks in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 95-108."
755,"Long, K.R.  Mines prospects and mineral occurrences, Appendix A,in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 244-272."
756,"Cox, D.P., Carrasco, R. André-Ramos, O., Hinolosa-Velasco, A., and Long, K.R., 1992, Copper in sedimentary rocks in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 95-108."
756,"Long, K.R.  Mines prospects and mineral occurrences, Appendix A,in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 244-272."
757,"Cox, D.P., Carrasco, R. André-Ramos, O., Hinolosa-Velasco, A., and Long, K.R., 1992, Copper in sedimentary rocks in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 95-108."
757,"Long, K.R.  Mines prospects and mineral occurrences, Appendix A,in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 244-272."
758,"Cox, D.P., Carrasco, R. André-Ramos, O., Hinolosa-Velasco, A., and Long, K.R., 1992, Copper in sedimentary rocks in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 95-108."
758,"Long, K.R.  Mines prospects and mineral occurrences, Appendix A,in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 244-272."
759,"Cox, D.P., Carrasco, R. André-Ramos, O., Hinolosa-Velasco, A., and Long, K.R., 1992, Copper in sedimentary rocks in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 95-108."
759,"Long, K.R.  Mines prospects and mineral occurrences, Appendix A,in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 244-272."
760,"Cox, D.P., Carrasco, R. André-Ramos, O., Hinolosa-Velasco, A., and Long, K.R., 1992, Copper in sedimentary rocks in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 95-108."
760,"Long, K.R.  Mines prospects and mineral occurrences, Appendix A,in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 244-272."
761,"Cox, D.P., Carrasco, R. André-Ramos, O., Hinolosa-Velasco, A., and Long, K.R., 1992, Copper in sedimentary rocks in U.S. Geological Survey and Servicio Geológico de Bolivia, Geology and mineral resources of the Altiplano and Cordillera Occidental, Bolivia: U.S. Geological Survey Bulletin 1975, p. 95-108."
